"","ï..country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation"
"242","Austria",2010,"male","55-74 years",287,838208,34.24,"Austria2010",0.879,"391,892,746,545",49181,"Silent"
"243","Austria",2010,"male","35-54 years",325,1296607,25.07,"Austria2010",0.879,"391,892,746,545",49181,"Generation X"
"244","Austria",2010,"male","15-24 years",91,518657,17.55,"Austria2010",0.879,"391,892,746,545",49181,"Millenials"
"245","Austria",2010,"male","25-34 years",85,542986,15.65,"Austria2010",0.879,"391,892,746,545",49181,"Generation X"
"246","Austria",2010,"female","75+ years",62,431151,14.38,"Austria2010",0.879,"391,892,746,545",49181,"Silent"
"247","Austria",2010,"female","55-74 years",90,923411,9.75,"Austria2010",0.879,"391,892,746,545",49181,"Silent"
"248","Austria",2010,"female","35-54 years",102,1291400,7.9,"Austria2010",0.879,"391,892,746,545",49181,"Generation X"
"249","Austria",2010,"female","25-34 years",25,539299,4.64,"Austria2010",0.879,"391,892,746,545",49181,"Generation X"
"250","Austria",2010,"female","15-24 years",14,499638,2.8,"Austria2010",0.879,"391,892,746,545",49181,"Millenials"
"251","Austria",2010,"male","5-14 years",2,433795,0.46,"Austria2010",0.879,"391,892,746,545",49181,"Generation Z"
"252","Austria",2010,"female","5-14 years",1,412838,0.24,"Austria2010",0.879,"391,892,746,545",49181,"Generation Z"
"253","Belgium",2000,"male","75+ years",176,261961,67.19,"Belgium2000",0.874,"237,904,919,845",24592,"G.I. Generation"
"254","Belgium",2000,"male","35-54 years",589,1511704,38.96,"Belgium2000",0.874,"237,904,919,845",24592,"Boomers"
"255","Belgium",2000,"male","55-74 years",353,952563,37.06,"Belgium2000",0.874,"237,904,919,845",24592,"Silent"
"256","Belgium",2000,"male","25-34 years",265,731332,36.24,"Belgium2000",0.874,"237,904,919,845",24592,"Generation X"
"257","Belgium",2000,"male","15-24 years",139,631207,22.02,"Belgium2000",0.874,"237,904,919,845",24592,"Generation X"
"258","Belgium",2000,"female","35-54 years",253,1481833,17.07,"Belgium2000",0.874,"237,904,919,845",24592,"Boomers"
"259","Belgium",2000,"female","55-74 years",180,1067181,16.87,"Belgium2000",0.874,"237,904,919,845",24592,"Silent"
"260","Belgium",2000,"female","75+ years",76,484631,15.68,"Belgium2000",0.874,"237,904,919,845",24592,"G.I. Generation"
"261","Belgium",2000,"female","25-34 years",69,711759,9.69,"Belgium2000",0.874,"237,904,919,845",24592,"Generation X"
"262","Belgium",2000,"female","15-24 years",38,612148,6.21,"Belgium2000",0.874,"237,904,919,845",24592,"Generation X"
"263","Belgium",2000,"male","5-14 years",4,628531,0.64,"Belgium2000",0.874,"237,904,919,845",24592,"Millenials"
"264","Belgium",2000,"female","5-14 years",1,599175,0.17,"Belgium2000",0.874,"237,904,919,845",24592,"Millenials"
"265","Belgium",2001,"male","75+ years",171,271676,62.94,"Belgium2001",NA,"237,841,968,680",24494,"Silent"
"266","Belgium",2001,"male","35-54 years",686,1524828,44.99,"Belgium2001",NA,"237,841,968,680",24494,"Boomers"
"267","Belgium",2001,"male","55-74 years",361,961448,37.55,"Belgium2001",NA,"237,841,968,680",24494,"Silent"
"268","Belgium",2001,"male","25-34 years",239,717487,33.31,"Belgium2001",NA,"237,841,968,680",24494,"Generation X"
"269","Belgium",2001,"male","15-24 years",118,631774,18.68,"Belgium2001",NA,"237,841,968,680",24494,"Millenials"
"270","Belgium",2001,"female","75+ years",86,496214,17.33,"Belgium2001",NA,"237,841,968,680",24494,"Silent"
"271","Belgium",2001,"female","35-54 years",248,1495214,16.59,"Belgium2001",NA,"237,841,968,680",24494,"Boomers"
"272","Belgium",2001,"female","55-74 years",155,1070496,14.48,"Belgium2001",NA,"237,841,968,680",24494,"Silent"
"273","Belgium",2001,"female","25-34 years",55,699613,7.86,"Belgium2001",NA,"237,841,968,680",24494,"Generation X"
"274","Belgium",2001,"female","15-24 years",35,612659,5.71,"Belgium2001",NA,"237,841,968,680",24494,"Millenials"
"275","Belgium",2001,"male","5-14 years",7,628591,1.11,"Belgium2001",NA,"237,841,968,680",24494,"Millenials"
"276","Belgium",2001,"female","5-14 years",4,600055,0.67,"Belgium2001",NA,"237,841,968,680",24494,"Millenials"
"277","Belgium",2002,"male","75+ years",173,280663,61.64,"Belgium2002",NA,"258,860,436,665",26526,"Silent"
"278","Belgium",2002,"male","35-54 years",636,1532542,41.5,"Belgium2002",NA,"258,860,436,665",26526,"Boomers"
"279","Belgium",2002,"male","55-74 years",344,976466,35.23,"Belgium2002",NA,"258,860,436,665",26526,"Silent"
"280","Belgium",2002,"male","25-34 years",235,708881,33.15,"Belgium2002",NA,"258,860,436,665",26526,"Generation X"
"281","Belgium",2002,"female","55-74 years",186,1080063,17.22,"Belgium2002",NA,"258,860,436,665",26526,"Silent"
"282","Belgium",2002,"male","15-24 years",107,633971,16.88,"Belgium2002",NA,"258,860,436,665",26526,"Millenials"
"283","Belgium",2002,"female","35-54 years",242,1503026,16.1,"Belgium2002",NA,"258,860,436,665",26526,"Boomers"
"284","Belgium",2002,"female","75+ years",66,506614,13.03,"Belgium2002",NA,"258,860,436,665",26526,"Silent"
"285","Belgium",2002,"female","25-34 years",58,692308,8.38,"Belgium2002",NA,"258,860,436,665",26526,"Generation X"
"286","Belgium",2002,"female","15-24 years",24,614288,3.91,"Belgium2002",NA,"258,860,436,665",26526,"Millenials"
"287","Belgium",2002,"female","5-14 years",3,600964,0.5,"Belgium2002",NA,"258,860,436,665",26526,"Millenials"
"288","Belgium",2002,"male","5-14 years",2,628784,0.32,"Belgium2002",NA,"258,860,436,665",26526,"Millenials"
"289","Belgium",2003,"male","75+ years",179,289022,61.93,"Belgium2003",NA,"319,002,821,670",32538,"Silent"
"290","Belgium",2003,"male","35-54 years",684,1538139,44.47,"Belgium2003",NA,"319,002,821,670",32538,"Boomers"
"291","Belgium",2003,"male","55-74 years",324,991219,32.69,"Belgium2003",NA,"319,002,821,670",32538,"Silent"
"292","Belgium",2003,"male","25-34 years",221,702195,31.47,"Belgium2003",NA,"319,002,821,670",32538,"Generation X"
"293","Belgium",2003,"male","15-24 years",121,636426,19.01,"Belgium2003",NA,"319,002,821,670",32538,"Millenials"
"294","Belgium",2003,"female","55-74 years",169,1090130,15.5,"Belgium2003",NA,"319,002,821,670",32538,"Silent"
"295","Belgium",2003,"female","35-54 years",218,1509017,14.45,"Belgium2003",NA,"319,002,821,670",32538,"Boomers"
"296","Belgium",2003,"female","75+ years",60,515520,11.64,"Belgium2003",NA,"319,002,821,670",32538,"Silent"
"297","Belgium",2003,"female","25-34 years",64,687593,9.31,"Belgium2003",NA,"319,002,821,670",32538,"Generation X"
"298","Belgium",2003,"female","15-24 years",39,616806,6.32,"Belgium2003",NA,"319,002,821,670",32538,"Millenials"
"299","Belgium",2003,"male","5-14 years",8,627838,1.27,"Belgium2003",NA,"319,002,821,670",32538,"Millenials"
"300","Belgium",2003,"female","5-14 years",4,600217,0.67,"Belgium2003",NA,"319,002,821,670",32538,"Millenials"
"301","Belgium",2004,"male","75+ years",157,297919,52.7,"Belgium2004",NA,"370,885,026,074",37661,"Silent"
"302","Belgium",2004,"male","35-54 years",618,1542915,40.05,"Belgium2004",NA,"370,885,026,074",37661,"Boomers"
"303","Belgium",2004,"male","55-74 years",343,1005599,34.11,"Belgium2004",NA,"370,885,026,074",37661,"Silent"
"304","Belgium",2004,"male","25-34 years",205,696334,29.44,"Belgium2004",NA,"370,885,026,074",37661,"Generation X"
"305","Belgium",2004,"male","15-24 years",124,638439,19.42,"Belgium2004",NA,"370,885,026,074",37661,"Millenials"
"306","Belgium",2004,"female","35-54 years",237,1515362,15.64,"Belgium2004",NA,"370,885,026,074",37661,"Boomers"
"307","Belgium",2004,"female","55-74 years",146,1099444,13.28,"Belgium2004",NA,"370,885,026,074",37661,"Silent"
"308","Belgium",2004,"female","75+ years",65,525456,12.37,"Belgium2004",NA,"370,885,026,074",37661,"Silent"
"309","Belgium",2004,"female","25-34 years",55,683475,8.05,"Belgium2004",NA,"370,885,026,074",37661,"Generation X"
"310","Belgium",2004,"female","15-24 years",28,620047,4.52,"Belgium2004",NA,"370,885,026,074",37661,"Millenials"
"311","Belgium",2004,"female","5-14 years",6,597900,1,"Belgium2004",NA,"370,885,026,074",37661,"Millenials"
"312","Belgium",2004,"male","5-14 years",3,625132,0.48,"Belgium2004",NA,"370,885,026,074",37661,"Millenials"
"313","Belgium",2005,"male","75+ years",170,308369,55.13,"Belgium2005",0.866,"387,365,750,529",39124,"Silent"
"314","Belgium",2005,"male","35-54 years",643,1549954,41.49,"Belgium2005",0.866,"387,365,750,529",39124,"Boomers"
"315","Belgium",2005,"male","55-74 years",370,1018252,36.34,"Belgium2005",0.866,"387,365,750,529",39124,"Silent"
"316","Belgium",2005,"male","25-34 years",195,691901,28.18,"Belgium2005",0.866,"387,365,750,529",39124,"Generation X"
"317","Belgium",2005,"female","55-74 years",173,1106872,15.63,"Belgium2005",0.866,"387,365,750,529",39124,"Silent"
"318","Belgium",2005,"female","35-54 years",236,1523342,15.49,"Belgium2005",0.866,"387,365,750,529",39124,"Boomers"
"319","Belgium",2005,"male","15-24 years",98,641284,15.28,"Belgium2005",0.866,"387,365,750,529",39124,"Millenials"
"320","Belgium",2005,"female","75+ years",69,537786,12.83,"Belgium2005",0.866,"387,365,750,529",39124,"Silent"
"321","Belgium",2005,"female","25-34 years",48,681309,7.05,"Belgium2005",0.866,"387,365,750,529",39124,"Generation X"
"322","Belgium",2005,"female","15-24 years",26,624077,4.17,"Belgium2005",0.866,"387,365,750,529",39124,"Millenials"
"323","Belgium",2005,"male","5-14 years",1,622381,0.16,"Belgium2005",0.866,"387,365,750,529",39124,"Millenials"
"324","Belgium",2005,"female","5-14 years",0,595487,0,"Belgium2005",0.866,"387,365,750,529",39124,"Millenials"
"325","Belgium",2006,"male","75+ years",142,319905,44.39,"Belgium2006",NA,"409,813,197,842",41135,"Silent"
"326","Belgium",2006,"male","35-54 years",616,1559144,39.51,"Belgium2006",NA,"409,813,197,842",41135,"Boomers"
"327","Belgium",2006,"male","55-74 years",333,1029722,32.34,"Belgium2006",NA,"409,813,197,842",41135,"Silent"
"328","Belgium",2006,"male","25-34 years",217,689593,31.47,"Belgium2006",NA,"409,813,197,842",41135,"Generation X"
"329","Belgium",2006,"female","55-74 years",167,1113517,15,"Belgium2006",NA,"409,813,197,842",41135,"Silent"
"330","Belgium",2006,"female","35-54 years",229,1532206,14.95,"Belgium2006",NA,"409,813,197,842",41135,"Boomers"
"331","Belgium",2006,"male","15-24 years",86,645841,13.32,"Belgium2006",NA,"409,813,197,842",41135,"Millenials"
"332","Belgium",2006,"female","75+ years",64,550950,11.62,"Belgium2006",NA,"409,813,197,842",41135,"Silent"
"333","Belgium",2006,"female","25-34 years",50,680859,7.34,"Belgium2006",NA,"409,813,197,842",41135,"Generation X"
"334","Belgium",2006,"female","15-24 years",27,629311,4.29,"Belgium2006",NA,"409,813,197,842",41135,"Millenials"
"335","Belgium",2006,"female","5-14 years",3,592596,0.51,"Belgium2006",NA,"409,813,197,842",41135,"Millenials"
"336","Belgium",2006,"male","5-14 years",1,619058,0.16,"Belgium2006",NA,"409,813,197,842",41135,"Millenials"
"337","Belgium",2007,"male","75+ years",163,331504,49.17,"Belgium2007",NA,"471,821,105,940",47040,"Silent"
"338","Belgium",2007,"male","35-54 years",578,1567727,36.87,"Belgium2007",NA,"471,821,105,940",47040,"Boomers"
"339","Belgium",2007,"male","55-74 years",308,1043262,29.52,"Belgium2007",NA,"471,821,105,940",47040,"Silent"
"340","Belgium",2007,"male","25-34 years",174,689694,25.23,"Belgium2007",NA,"471,821,105,940",47040,"Generation X"
"341","Belgium",2007,"female","35-54 years",232,1540147,15.06,"Belgium2007",NA,"471,821,105,940",47040,"Boomers"
"342","Belgium",2007,"female","55-74 years",166,1122161,14.79,"Belgium2007",NA,"471,821,105,940",47040,"Silent"
"343","Belgium",2007,"male","15-24 years",91,651293,13.97,"Belgium2007",NA,"471,821,105,940",47040,"Millenials"
"344","Belgium",2007,"female","75+ years",76,563862,13.48,"Belgium2007",NA,"471,821,105,940",47040,"Silent"
"345","Belgium",2007,"female","25-34 years",40,681575,5.87,"Belgium2007",NA,"471,821,105,940",47040,"Generation X"
"346","Belgium",2007,"female","15-24 years",22,635389,3.46,"Belgium2007",NA,"471,821,105,940",47040,"Millenials"
"347","Belgium",2007,"male","5-14 years",6,614877,0.98,"Belgium2007",NA,"471,821,105,940",47040,"Generation Z"
"348","Belgium",2007,"female","5-14 years",1,588775,0.17,"Belgium2007",NA,"471,821,105,940",47040,"Generation Z"
"349","Belgium",2008,"male","75+ years",174,341406,50.97,"Belgium2008",NA,"518,625,897,173",51345,"Silent"
"350","Belgium",2008,"male","35-54 years",648,1573470,41.18,"Belgium2008",NA,"518,625,897,173",51345,"Boomers"
"351","Belgium",2008,"male","55-74 years",340,1058969,32.11,"Belgium2008",NA,"518,625,897,173",51345,"Silent"
"352","Belgium",2008,"male","25-34 years",177,691616,25.59,"Belgium2008",NA,"518,625,897,173",51345,"Generation X"
"353","Belgium",2008,"male","15-24 years",110,657101,16.74,"Belgium2008",NA,"518,625,897,173",51345,"Millenials"
"354","Belgium",2008,"female","35-54 years",225,1545151,14.56,"Belgium2008",NA,"518,625,897,173",51345,"Boomers"
"355","Belgium",2008,"female","55-74 years",165,1133712,14.55,"Belgium2008",NA,"518,625,897,173",51345,"Silent"
"356","Belgium",2008,"female","75+ years",69,574334,12.01,"Belgium2008",NA,"518,625,897,173",51345,"Silent"
"357","Belgium",2008,"female","25-34 years",46,684849,6.72,"Belgium2008",NA,"518,625,897,173",51345,"Generation X"
"358","Belgium",2008,"female","15-24 years",37,641708,5.77,"Belgium2008",NA,"518,625,897,173",51345,"Millenials"
"359","Belgium",2008,"female","5-14 years",5,586242,0.85,"Belgium2008",NA,"518,625,897,173",51345,"Generation Z"
"360","Belgium",2008,"male","5-14 years",3,612292,0.49,"Belgium2008",NA,"518,625,897,173",51345,"Generation Z"
"361","Belgium",2009,"male","75+ years",173,349801,49.46,"Belgium2009",NA,"484,552,792,442",47630,"Silent"
"362","Belgium",2009,"male","35-54 years",645,1576175,40.92,"Belgium2009",NA,"484,552,792,442",47630,"Boomers"
"363","Belgium",2009,"male","55-74 years",366,1075825,34.02,"Belgium2009",NA,"484,552,792,442",47630,"Silent"
"364","Belgium",2009,"male","25-34 years",181,694716,26.05,"Belgium2009",NA,"484,552,792,442",47630,"Generation X"
"365","Belgium",2009,"female","55-74 years",177,1148108,15.42,"Belgium2009",NA,"484,552,792,442",47630,"Silent"
"366","Belgium",2009,"female","35-54 years",229,1547499,14.8,"Belgium2009",NA,"484,552,792,442",47630,"Boomers"
"367","Belgium",2009,"male","15-24 years",90,661817,13.6,"Belgium2009",NA,"484,552,792,442",47630,"Millenials"
"368","Belgium",2009,"female","75+ years",58,582517,9.96,"Belgium2009",NA,"484,552,792,442",47630,"Silent"
"369","Belgium",2009,"female","25-34 years",52,690235,7.53,"Belgium2009",NA,"484,552,792,442",47630,"Generation X"
"370","Belgium",2009,"female","15-24 years",34,646252,5.26,"Belgium2009",NA,"484,552,792,442",47630,"Millenials"
"371","Belgium",2009,"female","5-14 years",4,587237,0.68,"Belgium2009",NA,"484,552,792,442",47630,"Generation Z"
"372","Belgium",2009,"male","5-14 years",4,613184,0.65,"Belgium2009",NA,"484,552,792,442",47630,"Generation Z"
"373","Belgium",2010,"male","75+ years",183,354037,51.69,"Belgium2010",0.883,"483,548,031,197",47355,"Silent"
"374","Belgium",2010,"male","35-54 years",622,1576828,39.45,"Belgium2010",0.883,"483,548,031,197",47355,"Generation X"
"375","Belgium",2010,"male","55-74 years",356,1084719,32.82,"Belgium2010",0.883,"483,548,031,197",47355,"Silent"
"376","Belgium",2010,"male","25-34 years",184,696461,26.42,"Belgium2010",0.883,"483,548,031,197",47355,"Generation X"
"377","Belgium",2010,"female","35-54 years",243,1548246,15.7,"Belgium2010",0.883,"483,548,031,197",47355,"Generation X"
"378","Belgium",2010,"female","55-74 years",173,1156036,14.96,"Belgium2010",0.883,"483,548,031,197",47355,"Silent"
"379","Belgium",2010,"male","15-24 years",98,663725,14.77,"Belgium2010",0.883,"483,548,031,197",47355,"Millenials"
"380","Belgium",2010,"female","75+ years",63,586690,10.74,"Belgium2010",0.883,"483,548,031,197",47355,"Silent"
"381","Belgium",2010,"female","25-34 years",50,693304,7.21,"Belgium2010",0.883,"483,548,031,197",47355,"Generation X"
"382","Belgium",2010,"female","15-24 years",32,647625,4.94,"Belgium2010",0.883,"483,548,031,197",47355,"Millenials"
"383","Belgium",2010,"male","5-14 years",7,614697,1.14,"Belgium2010",0.883,"483,548,031,197",47355,"Generation Z"
"384","Belgium",2010,"female","5-14 years",2,588803,0.34,"Belgium2010",0.883,"483,548,031,197",47355,"Generation Z"
"385","Canada",2000,"male","35-54 years",1254,4840239,25.91,"Canada2000",0.867,"742,293,448,253",25589,"Boomers"
"386","Canada",2000,"male","75+ years",146,644375,22.66,"Canada2000",0.867,"742,293,448,253",25589,"G.I. Generation"
"387","Canada",2000,"male","25-34 years",484,2226742,21.74,"Canada2000",0.867,"742,293,448,253",25589,"Generation X"
"388","Canada",2000,"male","15-24 years",430,2131117,20.18,"Canada2000",0.867,"742,293,448,253",25589,"Generation X"
"389","Canada",2000,"male","55-74 years",455,2390741,19.03,"Canada2000",0.867,"742,293,448,253",25589,"Silent"
"390","Canada",2000,"female","35-54 years",393,4830067,8.14,"Canada2000",0.867,"742,293,448,253",25589,"Boomers"
"391","Canada",2000,"female","15-24 years",112,2030972,5.51,"Canada2000",0.867,"742,293,448,253",25589,"Generation X"
"392","Canada",2000,"female","25-34 years",119,2177984,5.46,"Canada2000",0.867,"742,293,448,253",25589,"Generation X"
"393","Canada",2000,"female","55-74 years",137,2567097,5.34,"Canada2000",0.867,"742,293,448,253",25589,"Silent"
"394","Canada",2000,"female","75+ years",30,1071636,2.8,"Canada2000",0.867,"742,293,448,253",25589,"G.I. Generation"
"395","Canada",2000,"male","5-14 years",29,2101448,1.38,"Canada2000",0.867,"742,293,448,253",25589,"Millenials"
"396","Canada",2000,"female","5-14 years",17,1996147,0.85,"Canada2000",0.867,"742,293,448,253",25589,"Millenials"
